Label,Tweets
2,جمال الصفحه من جمالكم رقي اخلاقكم انا متاكد ان صفحتنا ستعجبك فانضم الينا ادعو اصدقائك فنحن نسعد بك بهم
2,جمهور لا يياس الى اخر ثانيه
2,جميل جدا
2,جميله المعاني المجرده التي تنزوي عند التطبيق
2,جميله اوى اوى اوى يارب الكل يحس معنى الكلام ده
1,جهنم وباس المصير
1,جورج وسوف حلب مو طبيعي
1,حالات مرضيه نفسيه مستعصيه لا يستطيع شفائها لا العلم لا الفن
1,حاويه زباله بوجهك
1,حبيبي شرلبوني يموت شرلبونا انا مدريدي? لكن ماني مغير لعيونه
1,حتى بالستايل مقلده الله ياخذ عمره الغبي
1,حتى فى التخلف مش فالحين منيح
1,حتى نعرف نحل مشكله المجاري بعدين منعمل مفاعلات
1,حثاله شباب صايع
1,حثاله على حثاله والحثاله انظف منهم
1,حرام السخريه من الناس
1,حرام تحمل اسم عظيم زي هيك
1,حرام عليك كانو بقره بتولد
1,حرام عليك ماتشوفه شلون يصارخ كانه مشجع في ملعب
1,حرام والله حزنت عليه شو هالموقف الشنع
1,حرف الراء مصيبه ريس
1,حركه ارحمينا الله يشيلك اقول كيف اخوكي وابوكي راضيين عنك اف عندك ايزي
1,حزني كثير والله
1,حسبنا الله ايش صاير لشبابنا الحشيش والمخدرات غزتهم الله يهونها ويحفظ شباب وبنات الاردن
1,حسبنا الله نعم الوكيل في اناس همهم تجويع الشعب
1,حسبنا الله نعم الوكيل فيكم في مجلس النواب الحالي الذي لا يمثل الشعب الاردني فهم غير سائلين عن الشعب يبحثون عن مناصب وزاريه رواتب خياليه بينما المواطن الاردني طفح الكيل معه اصبح لا يطيق الحياه
1,حسبي الله عليكم الله بحاسبكم على كل حد بينفتن بسلبكم الله لا يسامحكم
1,حسبي الله نعم الوكيل في كل ظالم مفتري الله يعين الشعب
1,حسيت كله تمثيل وسخافه غباء
1,حطمت كل احلامي البريئه
2,"حظ من ينعم بمحبه الصغار قبل الكبار ، لان محبتهم صادقه ومن القلب"
2,حفظ الله ابناء وبنات الامه جميع
1,حفظ الله وطننا من المنافقين المتاردنين
2,حفظ سور جديده تسميعها فى الصلاه يساعد على التركيز
2,حقا مزبوط صدقت
2,"حقيقه العمل التطوعي ، يساعد في القضاء على اوقات الفراغ ، يمنحك خبرات وتجربه جديده"
2,حقيقى لازم نجمد قلبنا عن اى حاجه غلط
1,حكي فاضي
1,حلمي اكون ممثله افلام دعاره 
2,حلمي ان اكون مثل سوشي
2,حلو الشخص يكون عنده هدف يشتغل عليه لكن الدراسه شئ ضروري
2,حلو صديق عمري
2,حلو كلامك عزيزي
1,حلو...نفس العرطه سمعناها قبل 4سنين...طيب تصرف وسوبديلك اشي يرفع اقتصاد البلد
2,حلوه اوى الحمله دي وربنا يارب يكرمك وكل الي بيتبرعو
2,حلوه قوي يا عمرو لو كل واحد تيقن من هذه القصه لن يوجد حاسد لا ظالم لا متواكل اللهم ارزقنا رزقا حلال طيبا اللهم امين
1,حلوه وهي ساكته اذا ابتسم كرهت شكلها
2,حماك الله من النكد
2,حينما ننجح فى الانتصار على انفسنا
1,حيوان وكلب الله يموتك
2,"خبار الموت تهز قلوبنا بعمق وسياتي اليوم الذي تهتز فيه قلوب من حولنا لموتنا ، يارب نسالك حُسن الختام ورضاك عنا"
1,خبر عاجل يمنع لجميع المجانين التقدم الى سوبر ستار
1,خبل معوق
2,خت قرار كتير وبرجع تاني بحاول اتغير ومش عرفه
1,خراي على احسن علوي ومحب لهاجحش خربت سوريه ياكلب
1,خرى عليك
1,خساره فيك اسمك :
1,خسئو وخسئ امثالهم ومن طاوعهم
1,خفي علينا يا حجه بلا مانسمع صوتك الناعم ويصيبنا صرع
2,خلتنى اضحك رغم انى مكتئبه جدا
2,خلق الايثار
1,خليه يرفع لكن اللي عنده وطنيه انتماء يصف سيارته بالشارع يروح على الشغل مشي
2,خير الكلام ما قل دل
2,خير صديق في الزمان كتاب
1,دار الزمن وصار الوسط الفني كله نفس ذي العاهات ووضحكو هما علينا
2,دائما تبعث النشاط الحيويه في النفوس مع كل صباح اسعد الله صباحك
2,دخيل عينك يادكتور كلامك ذهب
2,دربي زدني ثقتا بك فانه لايخيب من وثق بك
2,دعاء جميل ماشاء الله
2,دعواتك لنا يا شيخ سلمان بالتوفيق الفلاح الظفر حسن الخاتمه
2,دعوه اخاك بظهر الغيب لا ترد
2,دعوه المؤمن لاخيه بظهر الغيب اسرع من البرق
1,دلوعه حيوانه?
1,دمرني النصاني هودعيك يربي بطني
1,دمك ثقيل
2,ده عمله نادره الاخلاق ملهاش علاقه بالدين
2,دي اخلاق السلف الصالح
2,رائع ولاجمل ?حب ربنا
2,رائعين يا مصريين
2,رب فعل صغير يستعظمه غيرك خاصه ان كنت تمثل الاسلام
2,رب كريم
2,ربك دايما جنبك لو ناديتوا ها تلاقه
2,ربك دايما جنبك لو نديته هتلاقيه
2,"ربما تنام وعشرات الدعوات ترفع لك، من فقير اعنته او جائع اطعمته، او حزين اسعدته اومكروب نفست عنه، فلا تستهن بفعل الخير"
2,ربنا اجعلنا من الصالحين اهدنا الي الريق المستقيم
2,ربنا اصلح احوالنا
2,ربنا المستعان ادعولنا ارجوكم
2,ربنا لا تزغ قلوبنا بعد ان هديتنا
2,ربنا يبارك فيه يكون قدوه للجميع المسلمين فى انحاء العالم
2,ربنا يباركلك يا استاذي يعزك
2,ربنا يتوب علينا من المعاصى
2,ربنا يثبته
2,ربنا يحمى الاسلام والمسلمين
2,ربنا يستر واخلاق المتاسلمين لا ترجعه مره اخرى
2,ربنا يسهل
2,ربنا يشفيهم
2,ربنا يصلح احوالنا يا رب ظاهرا باطن
2,ربنا يصلح حالنا جميعا
2,ربنا يعنا علي كل شيء
2,ربنا يعيننا علي نفسنا
2,ربنا يقدرنى ويعفو عنى
2,ربنا يقوي ايمانك
2,ربنا يقويكى على اخد القرار الصح واحسنى الظن بالله وتوكلى عليه وربنا يقويكى على ضعفك يارب ويعدك عن الغلط ده
2,ربنا يقوينا ويقدرنا
2,ربنا يكتر من امثالك يا مصطفى
2,ربنا يكرمك على سعيك وحُبك للمُساعده
2,ربنا يكرمك يا دكتور
2,ربنا يكفينا هذا الشر
2,ربنا يهدينا يهدي بينا امه محمد الغافلين
2,ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين
2,ربنا يوفق الجميع علي الخشوع
2,ربنايحفظك ياشيخ
2,ربنايقويك اتشجعي وخوذي قرار وخلي الصحبه الصلحه جنبيك
2,ربى يزيدن ايمان وتقه يارب
2,ربي ارزقني حلو الحياه و جمال الحظ و سعه الرزق و راحه البال
2,ربي اشرح لي صدري و احلل عقده من لساني
1,ربي يكون بالعون ياخي فقد احزنني كلامك
2,ربي ينعم علينا بنعمه الخشوع
2,ربي يهديهن
2,رجعتولنا الفرحه اللي نسيناها
1,رح اجتهد باني اكون حلوه يوم عرسي مش اكون مثل القرده
2,رحمه الله رحمه واسعه واسكنه فسيح جناته .. نعم الدكتور ونعم الداعيه ونعم الاب ونعم الصديق .... مخلص في عمله ... صدوق في دعوته
2,رضيت بالله ربا وبالاسلام دينا وبمحمد صلى الله عليه وسلم نبيا ورسولا
1,رعب وخوف على وجهك ياجبان
1,"رغم انني اول من اثار فضيحه في المناهج المقرره في الاردن طوال عقود مضت ، و عوقبت بالفصل عده مرات من التربيه"
2,ركز في الاجابه وقول يارب وخد قرار
1,رهيب حسن تعالى تعالى
1,روح اكتب اشي زي العالم الناس بدل ما انت بتتهبل هيك بتتمسخر يا مسخره
1,روح موت وانتحر
2,روعه الاشياء تبقى روائحها بقى اصحابها ام انصرفوا
1,ريحتك طلعت
1,رئيس مو عارف يحكي حرف الاس روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو
2,زاكى اكيد رهف بكفى انه من مشتقات الحليب
1,زمان المطربيين اللى غنو لهم المعاتيه دول ولعو فى مقابرهم وبيعيطو بدل الدموع دم على تراثهم اللى راح
1,زنخه زيك
1,زهايمر وخرف وحبتين كبتاجون
2,سابقى رائعا معك الى النهايه ان بقيتي رائعه معي الى النهايه
2,ساترك حبك ليس كرها فيك ولكن لكثره الشركاء فيه
2,ساعات اللى فى السر هو اللى بيخلى الناس تحبك فى العلن من غير ما يكونوا عارفين الا انهم بيحبوك من غير سبب
2,"ساعد نفسك بنفسك حتى تجد الطريق المناسب الذي تريده، اكتشف قدراتك واستغل مواهبك ولا تترك نفسك لحيث تاخذك الرياح فينتهي العمر قبل ان تحقق حلمك!"
1,سافل و غشاش
1,سالت اصحابي ف هذا المجال و حكولي غير هيك.الموضوع مكلف. الكل باكد انه الحل لوضع الاردن الحرج هو طاقه نوويه
2,سبحان الله اللهم ارزقنا الطمانينه اليقين
2,سبحان الله ان الله يرزق الدوده في جوف البحر
2,سبحان الله بحمده عدد خلقه رضى نفسه زنه عرشه مداد كلماته
2,سبحان الله خالق السماوات الارض
2,سبحان الله قادر على كل شىء
2,سبحان الله له فى خلقه شؤون
2,سبحان الله مالك السموات الارض
2,سبحان الله مواقف لها معنى قيمه فعلا تعلم ما شاء الله
2,سبحانك ربنا الواحد الاحد لا شريك لك تحيي تميت انت على كل شيء قدير صلى الله سلم على نبينا محمد على اله صحبه اجمعين
2,سبحانك ربي اني كنت من الضالمين
2,سبحانه يهدي من يشاء لا اله الا الله محمد رسول الله
2,ستجد مساعده الله وعونه لك عندما تكن النيه صادقه
2,ستضافتهم وعاملتهم معامله انسانيه ولم تحصرهم في مخيمات تفتقر لادنى مطلوبات الحياه مثل الاردن
1,سخافات وتخلف شباب وصبايا هل الايام
1,سخافه الشاميين ابدا ما ينفع لهم الكوميديا
1,سخافه بكل ماتحوي الكلمه من معنى
1,سخافه مالها حدود
1,سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا
1,سخيفه قوووه
2,سعادتنا تكون بحسن الاستمتاع بالاشياء التي نحصل  عليها كما تكون بحسن الاستغناء عن الاشياء التي نُحرم منها
2,سلامٌ عليكم طبتم تُقال للطيبين عندما يساقون للجنه وهم من طابت اقوالهم وافعالهم في الدنيا . اللهم اجعلنا منهم..
1,سلطان القرف
2,سلمت امري ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي
2,سلمت سلمت يداك انها الاخلاق الكريمه التي علمنا اياها رسولنا الاعظم صلوات الله سلامه عليه اننا انشاء الله سنفعل ما بوسعنا حتى نرسم صوره راقيه جميله عن ديننا اخلاقنا الله المستعان
2,سلمت يداك روعه
2,سلمت يمناك كلام من ذهب
2,سلوا الله الجنه والحوا عليه في طلبها ييسر لكم اسباب دخولها فكل نعيم دونها شقاء وكل فوز دونها خسار فمن زحزح عن النار وادخل الجنه فقد فاز 
1,سماجه سماجه ووالله البنانيين دمهم ثقيل مره
2,سنبقى دائما معا نشاطر بَعضنا البعض مر الحياه وحلوها
1,سنبقى نذكر دوله الشهيد وصفي التل الذي كان رئيسا للوزراء حبيبا للفقراء
1,سوبر حمار والله هذا السوبر حما سبب في تخلفنا
1,سوبر سطار ولا بلاش
1,سوبر طقاع اول واحد جايته زبيريه
1,سوريا تعرضت لمؤامره والامر المحزن ان ولاد سوريا انزلقو فالمؤامره هاذي والشنيعه
1,سيئ جدا
1,شاهد تحرش جماعي بسيده تحمل طفلها على كورنيش
1,شباب صايع مو ملاقي ياكل مخه فاضي متخلف عقليا
2,شبابنا زي الورده بس بدهم حدا يدعمهم
2,شبابنا فيهم الخير بس بدهم حدا يرشدهم
1,شخصيه تافه
1,شردو اطفلها وقتلوا رجالها
1,شعب سخيف
1,شعب لا يحركه هذا الظلم التعدي على كرامته هو شعب لا يستحق الحياه
1,شعوب تافهه همها الحياه الدنيا فكروا في نهايتكم
1,شعور الانفصام تاع سنه خامسه كثير بخزي! اللي هو انك عملت كل شي ممكن ينعمل بالجامعه فزهقت وبدك تتخرج بس بنفس الوقت مش هاين عليك تترك الجامعه
1,شغل مشغول قرف يع
1,شفتها اقول وشذا الكيك
2,شكرا دكتور فكلماتك لها بالغ الاثر في نفوسنا
2,"شكرا لجميل اثراءك المعرفي، كلامك وسلاستك في ايصال المعلومه جميله للغايه"
2,شكرا لك
2,شكرا للنجمه الراقيه كنزه اخبار النجوم
1,شكلك احول موب حوله
1,شكلك دايما متاخره عن المدرسه
1,شكلو عمرو ماشاف كاميرا تصورو
1,شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله الا الله
1,شو الاشي الي بيضحك ما ازنخك
1,شو الي جنني و نزلت ماده اثار الاردن
1,شو بالا يا دانيا المشكله مش عارفه تكتب هعهعه
1,شو عاجبك فيها مثلا ؟ لتكون سيارتكم
1,شو عادي يزم انتا ما عندك دم ونخوه يزم انتا مش بني ادم ترى ورح طير
1,شو نوع الحشيش ؟؟
1,شو هاد البرنامج معقول عرضوه على القنوات
1,شو هاض المنشور الوسخ
1,شو هالافكار الجهنميه
1,شو هالغباء فضحتنا
1,شو هالمنشور الوسخ
1,شو هل الاهبل
1,شو هيدا دلع اخر زمن
1,شو يعني بدك ايانا نحكي من وراكي مش حلوه
1,شوف شكلك بالاول بعدين احكي
1,شي مؤكد انك حمار
1,شيئ مؤسف الله يهديه
2,صادقه وفنانه من الزمن الجميل والفن اخلاق واحساسها يدرس
2,صار بدها بطاريه التقوى شحن
1,صار عناد وكره قله ادب بس ظلموها
2,صباح الابتسامه مرسومه على محياك ربي اجعل حياتي حياه احبتي نور على نور
2,صباح الاماني الجميله المحققه باذن الله
2,صباح الاماني المحققه باذن الله
1,صباح الامتحانات
2,صباح التفكر
2,صباح الحب من الله علينا جميعا
2,صباح الحريه والنصر
2,صباح الخير الاشراق الامل
2,صباح الخير لك ياشيخ لكم كلماتك دائما تشعرني بالامان والسكينه والرضي بما كتب الله
2,صباح الخير والسعاده لكم
2,صباح الخير والفل
2,صباح الخيرات والعبادات
2,صباح الدرب للجنه
2,صباح الدرب للجنه و بلبل شادي بفنه و ريحه الياس و الحنه
2,صباح الدرب للجنه وبلبل شادى بفنه وريحه الياس والحنه اقولها لكل احبابي اللهم اجعلنا ممن يتمتعون بروح وريحان وجنه النعيم من الرحمن
2,صباح الرحمه و البركات ان شاء الله
2,صباح الزنبق والفل والياسمين
2,صباح السعاده العامره
2,صباح العسل
2,صباح العفو والتسامح صباح الخير لوجه الخير
2,صباح الفل الورد يا شيخ سلمان عطر الله صباحك بذكره شكره حسن عبادته
2,صباح القشطه
2,صباح النور السرور الورد المنثور
2,صباح الهمه النشاط شيخنا الفاضل
2,صباح الوجه الصبوح
2,صباح الورد الجوري الحمر والخمري
2,صباح الورد لوجه طيبه
2,صباح الورد والفل
2,صباح الوفاء لك يا صديقي
2,صباح كل جميل في هذا الكون
2,صباح ملؤه الحب العرفان
2,صباح ملؤه الخيرات المسرات
2,صباح مملوء بالخير لجميع المسلمين يا رب
2,صباحات الانوار
2,صباحات العقول اليقظه الهمم الحييه المتوثبه
2,صباحات النقاء الابتسامات الصافيه من القلب
2,صباحك جمال روعه
2,صباحك خير يا دكتور سلمان
2,صباحك سعيد
2,صباحك طيب كطيب المسك العنبر
2,صباحك مبروك عدوك مهلوك
2,صباحك نور
2,صباحك ورد ياسمين معطرين بنسمات من الجنه يا شيخنا الجليل حفظك الله من كل سوء نحبك في الله
2,صباحكم امل مشرق عطا متجدد كما شروق الشمس
2,صباحكم تفائل
2,صباحكم سعاده وعباده مقبوله ان شاء الله
2,صباحكم ضحكه قلب يملاه الرضى اضحك ياحبيب الملايين
2,صباحكـم نقاء يشبه سيرتك
2,"صباحكم هلا و شوق و غلا ،، صباحكم نور و فرح و سرور،، صباحكم ذوق و قدركم فوق ،؛ صباحكم حب وسعاده"
1,صبح يحكي للتلفزيون الاردني العقار في الاردن رخيص ! وجميل ... رخيص يعني بنقدر نملك شقه ب 10000
2,صبحك الله بالخير
2,صبحكم الله ياهل الطيب بالخير يسعد ضحاكم الظهر العشيه
2,صح الابتسامه تصنع السعاده
2,صح الصح كمان
2,صح علشان كده منكذبش ونرتاح
2,صح كلامك احلى حكمه محد يبقى للنهايه رغم اتفاق الطرفين
2,صح لسانك
2,صح يا اخي صدقت الله يعين الجميع
1,صحح الخبر مش تحرير المشتقات النفطيه انما توليعها
2,صحيح الابتسامه لها تعابير كثيره
1,صحيح انك سافل
2,صحيح كل هالشغله بس قرار وبظن كلنا قادرين ناخده اذا استعنا وتوكلنا الله
2,صدقت الله يا شيخ
2,صدقت والله انت تريد وانا اريد والله يفعل ما يريد
2,صدقت يا استاذ عمر
2,صدقت يا رب اجعلنا راضين بقدرك
2,صدقتي رائعه معبره الكلام
2,صراحه الاراده القناعه هيا الغنى الاكتفاء
1,صراحه بخزي من دون مجامله
1,صراع متصاعد للهيمنه على سوق الالمنيوم العالميه
1,صرفات تجعلك زوجه نكديه بجداره
1,صرماتي براس اهلك
2,صلوا علي من بكي شوقا لرؤيتنا
1,صوتك وحش
1,صوته مره منبح احسه تعبان عاد زبدوله مابقى الا يطلع بعد شوي
1,صوتها بعيرَ ومصدقه حالها
2,صور جميله
2,"صوره مليانه روح ، يعلم الله اني سعيد جدا فيها ففيها شباب حافظين لكتاب الله"
2,ضحكت طفل بسمه امل 
2,ضع امنياتكم في سجده انساها وتاكد ان الله لن ينساها ابدا
1,ضيعت دقايق من عمري بمشاهده ازنخ اتفه شخص بالحياه الا هو اللي بالنص لا حتى بعرف اسمه
2,طالما انك تتوجه الى الله عز وجل باستمرار فلسوف يفتح عليك اكثر مما تتخيل
2,طبعا اكيد والف
2,طبعا محدش يقدر بس سبحان الله فيه ناس عايشين من غير مياه
2,طبعا واقع
2,طبيب عيون اردني يسجل اختراعا جديدا في روسيا. كل يوم انجاز اردني يسجل.  اﻻردن تكبر بابنائها 
2,طريق واحد عدم اليئس هو طريق النجاح
1,طلعوا العرب اخس واخس واخس
2,طموح الانسان يدفه لتحقيق اهدافه يا رت شببنا ما يقولن فات الوقت الله يوفق من يشاء
1,طول عمر بخاف ان امثالك يصبحوا مطربين
1,طول عمرك تخاف من الحب 
2,طيب الله انفاسك وياسلام لو الشباب او الشابات اذا احبو يحبون كجب شاه جاهان وممتاز محل
2,طيب انا عايزه اشوف القصر
1,طيب ليه السخريه دى ماكنا كويسين
2,ظني بالله جميل
1,عادي محنا اتعودنا على الرفع من يوم يومنا نحن ما بنعرف غير الرفع همه برفعو نحنا بندفع على حسابنا
1,عالم فاضيه بيسمو الغناء فن بيشغلو الناس
1,عاهات العرب الجرب
1,عاهات اللهم لاشماته
1,عاهات وعهد الله عاهات ايه اللي خلاهم يغنو دول
1,عاهاتك يا وطنعاهاتك يا وطن
1,عاهاتك يا وطني
1,عاهاتك ياعرب
2,عجبتنى الحلقه
2,عجل يا الله
2,عد دراسه قمنا بها تبين ان وضع خلايه شمسيه في صجراء الاردن والسعوده تكفي للاناره الارض كامله مدى الحياه
1,عدوله السامج هذا خرب اوم المقطع قسسم زباله هالادمي ودمه زززفت انا ضحكت
1,عذبت ام العود
1,عرب اغبياء
1,عــرب جـــرب
2,عشان هيك قال النبي صلى الله عليه وسلم ان الكذب يهدي الى الفجور والفجور يهدي الى النار
1,عطله 15 يوم وكمان اسبوع عطله و 20 دينار لكل طالب هاي مدرسه ولا شهر عسل
2,عظيم هو اسلامنا 
1,عفكره البيج هاد قرفني وقلب معدتي شو للاسف انتا انو عرفك انه هيك الوضع بتفتح بالفنجان يا ناس خفوا علينا الدين مش للايكات وكمنتات
2,على الاقل هناك رجل وفي لامراه احبها وهذا يسعدني
1,على فكره المعلقين هدول ولاد حرام
1,عليا النعمه ابدا لا هو ولا الخروف التاني
2,عليك بتقوى الله ان كنت غافلا
2,عليكم بالدعاء والتضرع لله سبحانه وتعالى ولا يرد القضاء اللا الدعاء اجتهدوا رحمكم الله
1,عمدا فيهم ما نستعمل التدفئه نلبس فروه
2,عمرتنا كانت مميزه جدا ورائعه
2,عمل السريره هو العمل الخالص لله اللهم ارزقنا عمل السريره
2,عن جد انتى ما شاء الله عليكى جزاكى الله كل خير
2,عنجد الكذب اكبر ورطه
1,عنجد انو باله
1,عنجد بخزي
1,عنجد بخزي شو هاد على حساب ازياء طلع باله
1,عنجد هذا الانسان تافه وحقير
2,عندك حق انت امل جميل مشرق
1,عندما يقدم طلاب على حرق الكتب المدرسيه والاضراب فنحن نعيش انتكاسه في التعليم بطلها المعلم الغير مبالي الذين اججوا وافتعلوا الازمه
2,"عندما يقول لك احد:  ابشرك فانك مباشره تفرح وتبتسم فكيف اذا كان القائل هو الله سبحانه وتعالى حين يقول : ""وبشر الصابرين"""
1,عني كل يعلقو الا انا
1,عوام الشيعه بين ساذج ومغفل وجاهل ومتجاهل ولا يمكن لعاقل ان يظن ان عباده الله تكون بان تقضي حياتك بين لطم ولعن وتباكي
1,عيب عليك ماتستحي
1,عيب عليكوا تقارنوا وحده زى دى بالمصحف الى هوا كلام ربنا
1,عيب والله اسم المقطع
1,عيب يغني ده السادات وده ابن مره
2,عيش زي ما بدك ما ترد على حدا ابدا
2,عين العقل ربي
1,غباء في غباء لان نفس الحركه صارت في  يعني قلدنه البرنامج وبعد التصرفات اوووف
1,غبي الله يزيد غباك
1,غبي انتا اشي الصووووت هاد بتشبهو بجورج وسوف
1,غبي من جده
1,غرباء نحن حتي في احلامنا نعيش واقع ليس لنا فيه نصيب. .؟ نتمني اشياء كثيره لكن بدون ان نتحمل اي مسؤوليه. ....ننظر الى انفسنا فقط
1,غيب عن وجهي
2,فاجعل اللهم عوضي فيه
1,فاشل فاشله برنامج فاشل
1,فاشله من بيئه فاشله
1,فاشلين الى ما لا نهايه
1,فاضل قلمين نخلص
2,فاظفر بذات الدين تربت يداك
1,فاقد لكل معاني الاحساس
2,فالاول يصحح مساري الثاني يزيد من اصراري
1,فانا اناشد الحكومه الاردنيه بالافراج عن اسرى السلفيين التوحيدين الموجودين في سجونهم
2,فاهجر تجد عوضا عما تفارقه
1,فتاه تحاول استعراض جسدها
2,فتحه نصره نوره بركته هداه
2,فدمك عود مع عنبر
1,فشرت عين الشيعه والله بنحرقهم حر
1,فشرت عينك
1,فشلوه مره صدق انهم دلوخ
1,فضحتونا من وين نحنا بال 48 عنا برامج هيك تافها ومخمج
1,فطست ضحك على الشايب
2,فعلا احس في نفسي دللك
2,فعلا البت جده لما تحتاج ليه هو الانسان الصادق هو البستاهل تضحي عشان
1,فعلا الطاقه الشمسيه هي البديل ليست النوويه لان حتى الدول المتقدمه صارت تتخلص من النووي تتجه للطاقه البديله خصوصا نحن الاردن بلد مشمس عالطول السنه الكلفه ما اتوقع اكثر من الطاقه النوويه
2,فعلا الله يبعدنا عن الكذب
2,فعلا الله يجزيك كل الخير دكتور والله يثبتنا على ديننا
1,فعلا اللي بيســتحوا ماتوا
2,فعلا ان الطموح هو سر النجاح
1,فعلا برنامج ساقط واللي بيتابعه اسقط منه
2,فعلا ده صحىح مثلا زى سماع الاغانى التى تلهى عن زكر الله لو تركتها لله ىملا الله قلبك بحبه ولاتشغل بالك الا بذكره
1,فعلا زي ما حكى اخر شي مهزله وانا مهزله اللي ضيعت وقتي اشوف هيك مسخره فعلا اني مسخره
1,فعلا فضايح ما توقعتها في شبابنا المتخلف اخلاقيا وصوتيا وبدنيا اها وعقليا بالتاكيد
2,فعلا في البدايه كلهم رائعون
1,فعلا مهزله
2,فعلا والله هو القرار والثبات عليه
1,فقد عجزت الكلمات
1,فلما الحزن فلقد اصبح الحزن صديقي
2,فما اجمل هذا الدين
1,فهم ادرى واخبر لا وبل اكثر انكارا للشيعه وامثالهم
2,فوق من اللي انت فيه ربك دايما جمبك لو ناديتو هتلاقيه جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار
2,فى ناس كتير ربنا كرمهم بنعمه الاسلام ولكنها لا تدرك قيمتها
1,في ايه يا ولاد الوثخه؟
1,في خطبه وحده رفض شيخ اخواني النووي الاردني و مدح النووي الايراني
2,في كل مناحي الحياه التكنولوجيا بديل عن البشر الا في التعليم التكنولوجيا تجعل عمل المعلم .. متعه لا بديلا عنه
1,فيديو بايخ
1,فيروسات بشريه
1,قال حكم قال
1,قرد زاني ابن حرام انقلع قبح الله صورتك ياخنزير
1,قرف شوهاد شي بخزي عنجد
1,قرف يعيع
1,قرف يقرف اللبنانيين شو تافهين
1,قرف يقرفك
1,قرفت انتحر عن الدرج
2,قريبا ان شاء لله تسمع اخبار تسركم
1,قصدك اخر ما توصل اليه العقل البشري من تفاهات
2,قصه جميله تعلم الناس كمان الامانه لان اذا اخذ القليل اخذا الكثير
2,قصه جميله جدا تعكس معنى الايمان التمسك بالعقيده الصحيحه حسن تعاليمها
2,قصه جميله مهمه جدا
2,قصه جميله ودايما انا بحب اسمع البرنامج
2,قصه حقيقيه رائعه فيها عبره لكل زوج وزوجه فيها الموده والرحمه
2,قصه رائعه افادك الله من العلم لتفيدنا دائما
2,قصه رائعه ياريت كل الرجال هيك
